gen1_locus,gen1_nombre,gen1_fin,gen1_hebra,gen2_locus,gen2_nombre,gen2_inicio,gen2_hebra,distancia_pb,tipo,misma_hebra
ACBD56_RS17530,ppiC,836870,-,ACBD56_RS17535,,837044,+,174,Moderado (100-200 pb),False
ACBD56_RS17535,,837965,+,ACBD56_RS17540,,838040,-,75,Cercano (50-100 pb),False
ACBD56_RS17540,,838568,-,ACBD56_RS17545,vdcA,838739,+,171,Moderado (100-200 pb),False
ACBD56_RS17545,vdcA,839756,+,ACBD56_RS17550,,839874,-,118,Moderado (100-200 pb),False
ACBD56_RS17550,,840453,-,ACBD56_RS17555,,840685,+,232,Normal (200-500 pb),False
ACBD56_RS17555,,842119,+,ACBD56_RS17560,,842398,-,279,Normal (200-500 pb),False
ACBD56_RS17560,,843772,-,ACBD56_RS17565,,844113,+,341,Normal (200-500 pb),False
ACBD56_RS17565,,844722,+,ACBD56_RS17570,,845011,+,289,Normal (200-500 pb),True
ACBD56_RS17570,,846220,+,ACBD56_RS17575,,846244,-,24,Muy cercano (< 50 pb),False
ACBD56_RS17575,,847168,-,ACBD56_RS17580,,847268,+,100,Moderado (100-200 pb),False
ACBD56_RS17580,,848174,+,ACBD56_RS17585,,848340,+,166,Moderado (100-200 pb),True
ACBD56_RS17585,,849516,+,ACBD56_RS17590,,849518,-,2,Muy cercano (< 50 pb),False
ACBD56_RS17590,,849815,-,ACBD56_RS17595,,849989,+,174,Moderado (100-200 pb),False
ACBD56_RS17595,,850838,+,ACBD56_RS17600,ppnP,850975,-,137,Moderado (100-200 pb),False
ACBD56_RS17600,ppnP,851263,-,ACBD56_RS17605,,851801,+,538,Grande (> 500 pb),False
ACBD56_RS17605,,852242,+,ACBD56_RS17610,,852250,-,8,Muy cercano (< 50 pb),False
ACBD56_RS17610,,853528,-,ACBD56_RS17615,,853818,-,290,Normal (200-500 pb),True
ACBD56_RS17615,,855447,-,ACBD56_RS17620,,855718,-,271,Normal (200-500 pb),True
ACBD56_RS17620,,858079,-,ACBD56_RS17625,,858282,+,203,Normal (200-500 pb),False
ACBD56_RS17625,,858777,+,ACBD56_RS17630,,858790,+,13,Muy cercano (< 50 pb),True
ACBD56_RS17630,,860410,+,ACBD56_RS17635,,860576,-,166,Moderado (100-200 pb),False
ACBD56_RS17635,,861308,-,ACBD56_RS17640,,861327,-,19,Muy cercano (< 50 pb),True
ACBD56_RS17640,,862875,-,ACBD56_RS17645,,863005,-,130,Moderado (100-200 pb),True
ACBD56_RS17645,,863749,-,ACBD56_RS17650,,863902,-,153,Moderado (100-200 pb),True
ACBD56_RS17650,,864802,-,ACBD56_RS17655,,864901,-,99,Cercano (50-100 pb),True
ACBD56_RS17655,,865048,-,ACBD56_RS17660,,865007,+,-41,Solapado,False
ACBD56_RS17660,,866702,+,ACBD56_RS17665,lldD,866825,+,123,Moderado (100-200 pb),True
ACBD56_RS17665,lldD,867962,+,ACBD56_RS17670,,868059,+,97,Cercano (50-100 pb),True
ACBD56_RS17670,,870939,+,ACBD56_RS17675,ppsR,871022,-,83,Cercano (50-100 pb),False
ACBD56_RS17675,ppsR,871856,-,ACBD56_RS17680,ppsA,872029,+,173,Moderado (100-200 pb),False
ACBD56_RS17680,ppsA,874402,+,ACBD56_RS17685,,874584,+,182,Moderado (100-200 pb),True
ACBD56_RS17685,,876141,+,ACBD56_RS17690,,876612,-,471,Normal (200-500 pb),False
ACBD56_RS17690,,877737,-,ACBD56_RS17695,,877788,+,51,Cercano (50-100 pb),False
ACBD56_RS17695,,878049,+,ACBD56_RS17700,,878068,+,19,Muy cercano (< 50 pb),True
ACBD56_RS17700,,879319,+,ACBD56_RS17705,,879397,-,78,Cercano (50-100 pb),False
ACBD56_RS17705,,880618,-,ACBD56_RS17710,,880869,-,251,Normal (200-500 pb),True
ACBD56_RS17710,,881778,-,ACBD56_RS17715,,881767,-,-11,Solapado,True
ACBD56_RS17715,,882391,-,ACBD56_RS17720,,882383,-,-8,Solapado,True
ACBD56_RS17720,,883700,-,ACBD56_RS17725,,883741,-,41,Muy cercano (< 50 pb),True
ACBD56_RS17725,,885058,-,ACBD56_RS17730,,885050,-,-8,Solapado,True
ACBD56_RS17730,,887204,-,ACBD56_RS17735,,887250,-,46,Muy cercano (< 50 pb),True
ACBD56_RS17735,,896427,-,ACBD56_RS17740,uxuA,896770,-,343,Normal (200-500 pb),True
ACBD56_RS17740,uxuA,897961,-,ACBD56_RS17745,,898088,-,127,Moderado (100-200 pb),True
ACBD56_RS17745,,898880,-,ACBD56_RS17750,,898987,-,107,Moderado (100-200 pb),True
ACBD56_RS17750,,899971,-,ACBD56_RS17755,,900293,+,322,Normal (200-500 pb),False
ACBD56_RS17755,,900809,+,ACBD56_RS17760,,900820,+,11,Muy cercano (< 50 pb),True
ACBD56_RS17760,,902122,+,ACBD56_RS17765,,902173,+,51,Cercano (50-100 pb),True
ACBD56_RS17765,,903637,+,ACBD56_RS17770,uxaC,903649,+,12,Muy cercano (< 50 pb),True
ACBD56_RS17770,uxaC,905062,+,ACBD56_RS17775,,905065,+,3,Muy cercano (< 50 pb),True
ACBD56_RS17775,,906031,+,ACBD56_RS17780,,906040,+,9,Muy cercano (< 50 pb),True
ACBD56_RS17780,,906667,+,ACBD56_RS17785,,906735,+,68,Cercano (50-100 pb),True
ACBD56_RS17785,,907230,+,ACBD56_RS17790,,907254,-,24,Muy cercano (< 50 pb),False
ACBD56_RS17790,,908199,-,ACBD56_RS17795,grxB,908319,+,120,Moderado (100-200 pb),False
ACBD56_RS17795,grxB,908976,+,ACBD56_RS17800,,908985,+,9,Muy cercano (< 50 pb),True
ACBD56_RS17800,,910089,+,ACBD56_RS17805,,910209,-,120,Moderado (100-200 pb),False
ACBD56_RS17805,,911181,-,ACBD56_RS17810,vcaM,911546,+,365,Normal (200-500 pb),False
ACBD56_RS17810,vcaM,913406,+,ACBD56_RS17815,,913557,+,151,Moderado (100-200 pb),True
ACBD56_RS17815,,914262,+,ACBD56_RS17820,,914351,-,89,Cercano (50-100 pb),False
ACBD56_RS17820,,915395,-,ACBD56_RS17825,,915544,+,149,Moderado (100-200 pb),False
ACBD56_RS17825,,916120,+,ACBD56_RS17830,,916191,-,71,Cercano (50-100 pb),False
ACBD56_RS17830,,916821,-,ACBD56_RS17835,,917065,+,244,Normal (200-500 pb),False
ACBD56_RS17835,,917851,+,ACBD56_RS17840,,918002,+,151,Moderado (100-200 pb),True
ACBD56_RS17840,,918722,+,ACBD56_RS17845,,918718,+,-4,Solapado,True
ACBD56_RS17845,,919036,+,ACBD56_RS17850,,919086,-,50,Cercano (50-100 pb),False
ACBD56_RS17850,,919701,-,ACBD56_RS17855,ohrR,919816,-,115,Moderado (100-200 pb),True
ACBD56_RS17855,ohrR,920275,-,ACBD56_RS17860,ohr,920386,+,111,Moderado (100-200 pb),False
ACBD56_RS17860,ohr,920809,+,ACBD56_RS17865,,921064,+,255,Normal (200-500 pb),True
ACBD56_RS17865,,922060,+,ACBD56_RS17870,,922259,+,199,Moderado (100-200 pb),True
ACBD56_RS17870,,923117,+,ACBD56_RS17875,,923164,+,47,Muy cercano (< 50 pb),True
ACBD56_RS17875,,923782,+,ACBD56_RS17880,,923995,-,213,Normal (200-500 pb),False
ACBD56_RS17880,,924463,-,ACBD56_RS17885,,924459,-,-4,Solapado,True
ACBD56_RS17885,,925191,-,ACBD56_RS17890,nhaD,925583,+,392,Normal (200-500 pb),False
ACBD56_RS17890,nhaD,927017,+,ACBD56_RS17895,,927082,-,65,Cercano (50-100 pb),False
ACBD56_RS17895,,927484,-,ACBD56_RS17900,,927494,-,10,Muy cercano (< 50 pb),True
ACBD56_RS17900,,927968,-,ACBD56_RS17905,,927968,-,0,Adyacente,True
ACBD56_RS17905,,929327,-,ACBD56_RS17910,,929585,+,258,Normal (200-500 pb),False
ACBD56_RS17910,,930029,+,ACBD56_RS17915,,930120,-,91,Cercano (50-100 pb),False
ACBD56_RS17915,,931005,-,ACBD56_RS17920,,931155,+,150,Moderado (100-200 pb),False
ACBD56_RS17920,,931515,+,ACBD56_RS17925,,931593,+,78,Cercano (50-100 pb),True
ACBD56_RS17925,,933585,+,ACBD56_RS17930,,933712,-,127,Moderado (100-200 pb),False
ACBD56_RS17930,,933964,-,ACBD56_RS17935,nagB,934328,+,364,Normal (200-500 pb),False
ACBD56_RS17935,nagB,935129,+,ACBD56_RS17940,,935259,-,130,Moderado (100-200 pb),False
ACBD56_RS17940,,936417,-,ACBD56_RS17945,,936569,-,152,Moderado (100-200 pb),True
ACBD56_RS17945,,937406,-,ACBD56_RS17950,lamB,937610,-,204,Normal (200-500 pb),True
ACBD56_RS17950,lamB,938849,-,ACBD56_RS17955,glgX,939280,+,431,Normal (200-500 pb),False
ACBD56_RS17955,glgX,941251,+,ACBD56_RS17960,,941385,+,134,Moderado (100-200 pb),True
ACBD56_RS17960,,941637,+,ACBD56_RS17965,,941798,-,161,Moderado (100-200 pb),False
ACBD56_RS17965,,942059,-,ACBD56_RS17970,,942110,+,51,Cercano (50-100 pb),False
ACBD56_RS17970,,943235,+,ACBD56_RS17975,,943581,+,346,Normal (200-500 pb),True
ACBD56_RS17975,,945213,+,ACBD56_RS17980,,945327,-,114,Moderado (100-200 pb),False
ACBD56_RS17980,,945681,-,ACBD56_RS17985,,946002,-,321,Normal (200-500 pb),True
ACBD56_RS17985,,947379,-,ACBD56_RS17990,,947387,-,8,Muy cercano (< 50 pb),True
ACBD56_RS17990,,949367,-,ACBD56_RS17995,,949570,+,203,Normal (200-500 pb),False
ACBD56_RS17995,,949819,+,ACBD56_RS18000,aroG,949912,-,93,Cercano (50-100 pb),False
ACBD56_RS18000,aroG,950965,-,ACBD56_RS18005,,951272,+,307,Normal (200-500 pb),False
ACBD56_RS18005,,951986,+,ACBD56_RS18010,,951985,+,-1,Solapado,True
ACBD56_RS18010,,952783,+,ACBD56_RS18015,,952818,+,35,Muy cercano (< 50 pb),True
ACBD56_RS18015,,953655,+,ACBD56_RS18020,,953655,+,0,Adyacente,True
ACBD56_RS18020,,954552,+,ACBD56_RS18025,,954790,+,238,Normal (200-500 pb),True
ACBD56_RS18025,,956494,+,ACBD56_RS18030,,957167,+,673,Grande (> 500 pb),True
ACBD56_RS18030,,959117,+,ACBD56_RS18035,,959217,+,100,Moderado (100-200 pb),True
ACBD56_RS18035,,960372,+,ACBD56_RS18040,,960510,+,138,Moderado (100-200 pb),True
ACBD56_RS18040,,961041,+,ACBD56_RS18045,,961155,+,114,Moderado (100-200 pb),True
ACBD56_RS18045,,962091,+,ACBD56_RS18050,,962192,-,101,Moderado (100-200 pb),False
ACBD56_RS18050,,963047,-,ACBD56_RS18055,,963261,+,214,Normal (200-500 pb),False
ACBD56_RS18055,,964128,+,ACBD56_RS18060,,964124,-,-4,Solapado,False
ACBD56_RS18060,,964556,-,ACBD56_RS18065,,964631,-,75,Cercano (50-100 pb),True
ACBD56_RS18065,,965354,-,ACBD56_RS18070,,965520,-,166,Moderado (100-200 pb),True
ACBD56_RS18070,,966426,-,ACBD56_RS18075,,966573,+,147,Moderado (100-200 pb),False
ACBD56_RS18075,,967053,+,ACBD56_RS18080,,967130,-,77,Cercano (50-100 pb),False
ACBD56_RS18080,,967526,-,ACBD56_RS18085,,967573,-,47,Muy cercano (< 50 pb),True
ACBD56_RS18085,,968110,-,ACBD56_RS18090,,968211,+,101,Moderado (100-200 pb),False
ACBD56_RS18090,,969153,+,ACBD56_RS18095,,969228,-,75,Cercano (50-100 pb),False
ACBD56_RS18095,,969867,-,ACBD56_RS18100,,969999,+,132,Moderado (100-200 pb),False
ACBD56_RS18100,,970890,+,ACBD56_RS18105,,970932,-,42,Muy cercano (< 50 pb),False
ACBD56_RS18105,,973245,-,ACBD56_RS18110,,973633,-,388,Normal (200-500 pb),True
ACBD56_RS18110,,974353,-,ACBD56_RS18115,,974499,+,146,Moderado (100-200 pb),False
ACBD56_RS18115,,975405,+,ACBD56_RS18120,trmY,975510,+,105,Moderado (100-200 pb),True
ACBD56_RS18120,trmY,976116,+,ACBD56_RS18125,ribB,976181,-,65,Cercano (50-100 pb),False
ACBD56_RS18125,ribB,976838,-,ACBD56_RS18130,,977144,+,306,Normal (200-500 pb),False
ACBD56_RS18130,,977276,+,ACBD56_RS18135,potE,977297,-,21,Muy cercano (< 50 pb),False
ACBD56_RS18135,potE,978617,-,ACBD56_RS18140,speF,978684,-,67,Cercano (50-100 pb),True
ACBD56_RS18140,speF,980847,-,ACBD56_RS18145,speFL,981186,-,339,Normal (200-500 pb),True
ACBD56_RS18145,speFL,981303,-,ACBD56_RS18150,,981829,-,526,Grande (> 500 pb),True
ACBD56_RS18150,,983272,-,ACBD56_RS18155,,983445,-,173,Moderado (100-200 pb),True
ACBD56_RS18155,,983928,-,ACBD56_RS18160,,984125,-,197,Moderado (100-200 pb),True
ACBD56_RS18160,,986015,-,ACBD56_RS18165,,986374,-,359,Normal (200-500 pb),True
ACBD56_RS18165,,986596,-,ACBD56_RS18170,putP,986779,-,183,Moderado (100-200 pb),True
ACBD56_RS18170,putP,988270,-,ACBD56_RS18175,,988342,-,72,Cercano (50-100 pb),True
ACBD56_RS18175,,989041,-,ACBD56_RS18180,putA,989062,-,21,Muy cercano (< 50 pb),True
ACBD56_RS18180,putA,992182,-,ACBD56_RS18185,,992521,-,339,Normal (200-500 pb),True
ACBD56_RS18185,,993385,-,ACBD56_RS18190,,993776,+,391,Normal (200-500 pb),False
ACBD56_RS18190,,994883,+,ACBD56_RS18195,,995042,+,159,Moderado (100-200 pb),True
ACBD56_RS18195,,996860,+,ACBD56_RS18200,,997178,+,318,Normal (200-500 pb),True
ACBD56_RS18200,,997919,+,ACBD56_RS18205,pdxH,997947,-,28,Muy cercano (< 50 pb),False
ACBD56_RS18205,pdxH,998583,-,ACBD56_RS18210,,998806,+,223,Normal (200-500 pb),False
ACBD56_RS18210,,1000198,+,ACBD56_RS18215,,1000206,+,8,Muy cercano (< 50 pb),True
ACBD56_RS18215,,1000869,+,ACBD56_RS18220,,1000874,+,5,Muy cercano (< 50 pb),True
ACBD56_RS18220,,1002785,+,ACBD56_RS18225,,1002799,+,14,Muy cercano (< 50 pb),True
ACBD56_RS18225,,1004914,+,ACBD56_RS18230,,1005048,-,134,Moderado (100-200 pb),False
ACBD56_RS18230,,1006719,-,ACBD56_RS18235,,1006977,-,258,Normal (200-500 pb),True
ACBD56_RS18235,,1008674,-,ACBD56_RS18240,,1008706,-,32,Muy cercano (< 50 pb),True
ACBD56_RS18240,,1009006,-,ACBD56_RS18245,,1009015,-,9,Muy cercano (< 50 pb),True
ACBD56_RS18245,,1010170,-,ACBD56_RS18250,,1010212,-,42,Muy cercano (< 50 pb),True
ACBD56_RS18250,,1011253,-,ACBD56_RS18255,cheD,1011249,-,-4,Solapado,True
ACBD56_RS18255,cheD,1011903,-,ACBD56_RS18260,,1011889,-,-14,Solapado,True
ACBD56_RS18260,,1012720,-,ACBD56_RS18265,,1012734,-,14,Muy cercano (< 50 pb),True
ACBD56_RS18265,,1014771,-,ACBD56_RS18270,,1014784,-,13,Muy cercano (< 50 pb),True
ACBD56_RS18270,,1015246,-,ACBD56_RS18275,,1015242,-,-4,Solapado,True
ACBD56_RS18275,,1015770,-,ACBD56_RS18280,,1015779,-,9,Muy cercano (< 50 pb),True
ACBD56_RS18280,,1017942,-,ACBD56_RS18285,,1017989,-,47,Muy cercano (< 50 pb),True
ACBD56_RS18285,,1018349,-,ACBD56_RS18290,,1018359,-,10,Muy cercano (< 50 pb),True
ACBD56_RS18290,,1018629,-,ACBD56_RS18295,,1018898,+,269,Normal (200-500 pb),False
ACBD56_RS18295,,1020431,+,ACBD56_RS18300,,1020423,+,-8,Solapado,True
ACBD56_RS18300,,1021380,+,ACBD56_RS18305,,1021381,+,1,Muy cercano (< 50 pb),True
ACBD56_RS18305,,1022173,+,ACBD56_RS18310,,1022169,+,-4,Solapado,True
ACBD56_RS18310,,1023552,+,ACBD56_RS18315,,1023818,+,266,Normal (200-500 pb),True
ACBD56_RS18315,,1025462,+,ACBD56_RS18320,,1025613,-,151,Moderado (100-200 pb),False
ACBD56_RS18320,,1026957,-,ACBD56_RS18325,,1027018,-,61,Cercano (50-100 pb),True
ACBD56_RS18325,,1027675,-,ACBD56_RS18330,,1027679,-,4,Muy cercano (< 50 pb),True
ACBD56_RS18330,,1028312,-,ACBD56_RS18335,,1028339,-,27,Muy cercano (< 50 pb),True
ACBD56_RS18335,,1029137,-,ACBD56_RS18340,,1029146,-,9,Muy cercano (< 50 pb),True
ACBD56_RS18340,,1029830,-,ACBD56_RS18345,,1029872,-,42,Muy cercano (< 50 pb),True
ACBD56_RS18345,,1031396,-,ACBD56_RS18350,,1031406,-,10,Muy cercano (< 50 pb),True
ACBD56_RS18350,,1032009,-,ACBD56_RS18355,,1032182,-,173,Moderado (100-200 pb),True
ACBD56_RS18355,,1034216,-,ACBD56_RS18360,,1034436,+,220,Normal (200-500 pb),False
ACBD56_RS18360,,1035468,+,ACBD56_RS18365,,1035527,-,59,Cercano (50-100 pb),False
ACBD56_RS18365,,1036499,-,ACBD56_RS18370,,1036506,-,7,Muy cercano (< 50 pb),True
ACBD56_RS18370,,1037724,-,ACBD56_RS18375,,1038958,+,1234,Grande (> 500 pb),False
ACBD56_RS18375,,1040935,+,ACBD56_RS18380,,1041154,-,219,Normal (200-500 pb),False
ACBD56_RS18380,,1041616,-,ACBD56_RS18385,,1041978,+,362,Normal (200-500 pb),False
ACBD56_RS18385,,1042176,+,ACBD56_RS18390,,1042338,+,162,Moderado (100-200 pb),True
ACBD56_RS18390,,1042548,+,ACBD56_RS18395,,1042635,+,87,Cercano (50-100 pb),True
ACBD56_RS18395,,1043355,+,ACBD56_RS18400,,1043469,+,114,Moderado (100-200 pb),True
ACBD56_RS18400,,1044345,+,ACBD56_RS18405,,1044448,-,103,Moderado (100-200 pb),False
ACBD56_RS18405,,1046110,-,ACBD56_RS18410,,1046388,+,278,Normal (200-500 pb),False
ACBD56_RS18410,,1046745,+,ACBD56_RS18415,malT,1046811,-,66,Cercano (50-100 pb),False
ACBD56_RS18415,malT,1049520,-,ACBD56_RS18420,,1050096,+,576,Grande (> 500 pb),False
ACBD56_RS18420,,1052550,+,ACBD56_RS18425,malQ,1052635,+,85,Cercano (50-100 pb),True
ACBD56_RS18425,malQ,1054816,+,ACBD56_RS18430,glgB,1055035,+,219,Normal (200-500 pb),True
ACBD56_RS18430,glgB,1057225,+,ACBD56_RS18435,hcp-2,1057619,+,394,Normal (200-500 pb),True
ACBD56_RS18435,hcp-2,1058138,+,ACBD56_RS18440,,1058265,+,127,Moderado (100-200 pb),True
ACBD56_RS18440,,1060350,+,ACBD56_RS18445,,1060349,+,-1,Solapado,True
ACBD56_RS18445,,1061216,+,ACBD56_RS18450,,1061212,+,-4,Solapado,True
ACBD56_RS18450,,1064497,+,ACBD56_RS18455,,1064499,+,2,Muy cercano (< 50 pb),True
ACBD56_RS18455,,1065600,+,ACBD56_RS18460,,1065662,+,62,Cercano (50-100 pb),True
ACBD56_RS18460,,1066064,+,ACBD56_RS18465,,1066230,-,166,Moderado (100-200 pb),False
ACBD56_RS18465,,1067262,-,ACBD56_RS18470,,1067392,-,130,Moderado (100-200 pb),True
ACBD56_RS18470,,1068349,-,ACBD56_RS18475,,1068662,+,313,Normal (200-500 pb),False
ACBD56_RS18475,,1070051,+,ACBD56_RS18480,,1070145,-,94,Cercano (50-100 pb),False
ACBD56_RS18480,,1070781,-,ACBD56_RS18485,,1071212,+,431,Normal (200-500 pb),False
ACBD56_RS18485,,1073759,+,ACBD56_RS18490,,1074135,+,376,Normal (200-500 pb),True
ACBD56_RS18490,,1074870,+,ACBD56_RS18495,,1074876,+,6,Muy cercano (< 50 pb),True
ACBD56_RS18495,,1075713,+,ACBD56_RS18500,,1075832,-,119,Moderado (100-200 pb),False
ACBD56_RS18500,,1077398,-,ACBD56_RS18505,,1077495,-,97,Cercano (50-100 pb),True
ACBD56_RS18505,,1078056,-,ACBD56_RS18510,,1078459,+,403,Normal (200-500 pb),False
ACBD56_RS18510,,1080337,+,ACBD56_RS18515,,1080396,-,59,Cercano (50-100 pb),False
ACBD56_RS18515,,1081227,-,ACBD56_RS18520,,1081456,+,229,Normal (200-500 pb),False
ACBD56_RS18520,,1082209,+,ACBD56_RS18525,tnpA,1082357,+,148,Moderado (100-200 pb),True
ACBD56_RS18525,tnpA,1082795,+,ACBD56_RS18530,sstT,1082884,-,89,Cercano (50-100 pb),False
ACBD56_RS18530,sstT,1084102,-,ACBD56_RS18535,,1084443,-,341,Normal (200-500 pb),True
ACBD56_RS18535,,1084896,-,ACBD56_RS18540,,1084909,-,13,Muy cercano (< 50 pb),True
ACBD56_RS18540,,1085491,-,ACBD56_RS18545,,1085487,-,-4,Solapado,True
ACBD56_RS18545,,1085907,-,ACBD56_RS18550,,1086108,-,201,Normal (200-500 pb),True
ACBD56_RS18550,,1087020,-,ACBD56_RS18555,gltS,1087573,+,553,Grande (> 500 pb),False
ACBD56_RS18555,gltS,1088800,+,ACBD56_RS18560,,1088878,-,78,Cercano (50-100 pb),False
ACBD56_RS18560,,1089637,-,ACBD56_RS18565,,1089768,+,131,Moderado (100-200 pb),False
